mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_line
11	11	81/2	81/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	254										
11	11	41	41	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	255										
11	11	165/4	165/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	256		articStaccatoAbove							33	
11	11	83/2	83/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	257		articStaccatoAbove							33	
11	11	167/4	167/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	258		articStaccatoAbove								
11	11	42	42	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	259									34	
11	11	85/2	85/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	260										
11	11	345/8	345/8	0.125	25/32	25/32	Chord	4/4	1	1	1/32		1/32	1	261		articStaccatoAbove							35	
11	11	173/4	173/4	0.125	13/16	13/16	Chord	4/4	1	1	1/32		1/32	1	262		articStaccatoAbove							35	
11	11	347/8	347/8	0.125	27/32	27/32	Chord	4/4	1	1	1/32		1/32	1	263		articStaccatoAbove							35	
11	11	87/2	87/2	0.125	7/8	7/8	Chord	4/4	1	1	1/32		1/32	1	264		articStaccatoAbove							35	
11	11	349/8	349/8	0.125	29/32	29/32	Chord	4/4	1	1	1/32		1/32	1	265		articStaccatoAbove							35	
11	11	175/4	175/4	0.125	15/16	15/16	Chord	4/4	1	1	1/32		1/32	1	266		articStaccatoAbove							35	
11	11	351/8	351/8	0.125	31/32	31/32	Chord	4/4	1	1	1/32		1/32	1	267		articStaccatoAbove								
11	11	40	40	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	268									36	
11	11	161/4	161/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	269									36	
11	11	81/2	81/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	270									36	
11	11	163/4	163/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	271									36	
11	11	41	41	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	272									36	
11	11	165/4	165/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	273									36	
11	11	83/2	83/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	274									36	
11	11	167/4	167/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	275										
11	11	42	42	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	276									37	
11	11	169/4	169/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	277									37	
11	11	85/2	85/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	278									37	
11	11	171/4	171/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	279									37	
11	11	43	43	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	280									37	
11	11	173/4	173/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	281									37	
11	11	87/2	87/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	282									37	
11	11	175/4	175/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	283										
12	12	44	44	0.0	0	0	Dynamic	4/4	1	1	0					f									
12	12	44	44	0.1875	0	0	Chord	4/4	1	1	3/64		1/32	3/2	284									38	
12	12	707/16	707/16	0.0625	3/64	3/64	Chord	4/4	1	1	1/64		1/64	1	285										
12	12	177/4	177/4	0.1875	1/16	1/16	Chord	4/4	1	1	3/64		1/32	3/2	286									39	
12	12	711/16	711/16	0.0625	7/64	7/64	Chord	4/4	1	1	1/64		1/64	1	287										
12	12	89/2	89/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	288										
12	12	45	45	0.125	1/4	1/4	Chord	4/4	1	1	1/32		1/32	1	289										
12	12	361/8	361/8	0.125	9/32	9/32	Chord	4/4	1	1	1/32		1/32	1	290									40	
12	12	181/4	181/4	0.125	5/16	5/16	Chord	4/4	1	1	1/32		1/32	1	291									40	
12	12	363/8	363/8	0.125	11/32	11/32	Chord	4/4	1	1	1/32		1/32	1	292									40	
12	12	91/2	91/2	0.125	3/8	3/8	Chord	4/4	1	1	1/32		1/32	1	293									40	
12	12	365/8	365/8	0.125	13/32	13/32	Chord	4/4	1	1	1/32		1/32	1	294									40	
12	12	183/4	183/4	0.125	7/16	7/16	Chord	4/4	1	1	1/32		1/32	1	295									40	
12	12	367/8	367/8	0.125	15/32	15/32	Chord	4/4	1	1	1/32		1/32	1	296										
12	12	46	46	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	297										
12	12	185/4	185/4	0.5	9/16	9/16	Chord	4/4	1	1	1/8		1/8	1	298		ornamentTurn							41	
12	12	187/4	187/4	0.5	11/16	11/16	Chord	4/4	1	1	1/8		1/8	1	299		ornamentTurn							42	
12	12	189/4	189/4	0.5	13/16	13/16	Chord	4/4	1	1	1/8		1/8	1	300		ornamentTurn							43	
12	12	191/4	191/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	301										
12	12	44	44	0.0	0	0	StaffText	4/4	2	1	0							<i>simile</i>							
12	12	44	44	0.0	0	0	Dynamic	4/4	2	1	0					f									
12	12	44	44	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	302										
12	12	177/4	177/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	303										
12	12	89/2	89/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	304										
12	12	179/4	179/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	305										
12	12	45	45	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	306										
12	12	181/4	181/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	307										
12	12	91/2	91/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	308										
12	12	183/4	183/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	309										
12	12	46	46	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	310										
12	12	185/4	185/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	311										
12	12	93/2	93/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	312										
12	12	187/4	187/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	313										
12	12	47	47	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	314										
12	12	189/4	189/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	315										
12	12	95/2	95/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	316										
12	12	191/4	191/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	317										
13	13	48	48	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	318									44	
13	13	193/4	193/4	0.125	1/16	1/16	Chord	4/4	1	1	1/32		1/32	1	319		ornamentTurn							44	
13	13	387/8	387/8	0.125	3/32	3/32	Chord	4/4	1	1	1/32		1/32	1	320										
13	13	97/2	97/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	321										
13	13	49	49	0.125	1/4	1/4	Chord	4/4	1	1	1/32		1/32	1	322									45	
13	13	393/8	393/8	0.125	9/32	9/32	Chord	4/4	1	1	1/32		1/32	1	323									45	
13	13	197/4	197/4	0.125	5/16	5/16	Chord	4/4	1	1	1/32		1/32	1	324									45	
13	13	395/8	395/8	0.125	11/32	11/32	Chord	4/4	1	1	1/32		1/32	1	325										
13	13	99/2	99/2	0.125	3/8	3/8	Chord	4/4	1	1	1/32		1/32	1	326									46	
13	13	397/8	397/8	0.125	13/32	13/32	Chord	4/4	1	1	1/32		1/32	1	327									46	
13	13	199/4	199/4	0.125	7/16	7/16	Chord	4/4	1	1	1/32		1/32	1	328									46	
13	13	399/8	399/8	0.125	15/32	15/32	Chord	4/4	1	1	1/32		1/32	1	329										
13	13	50	50	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	330										
13	13	51	51	0.0	3/4	3/4	Dynamic	4/4	1	1	0					p									
13	13	51	51	0.125	3/4	3/4	Chord	4/4	1	1	1/32		1/32	1	331									47	
13	13	409/8	409/8	0.125	25/32	25/32	Chord	4/4	1	1	1/32		1/32	1	332									47	
13	13	205/4	205/4	0.125	13/16	13/16	Chord	4/4	1	1	1/32		1/32	1	333									47	
13	13	411/8	411/8	0.125	27/32	27/32	Chord	4/4	1	1	1/32		1/32	1	334									47	
13	13	103/2	103/2	0.125	7/8	7/8	Chord	4/4	1	1	1/32		1/32	1	335									47	
13	13	413/8	413/8	0.125	29/32	29/32	Chord	4/4	1	1	1/32		1/32	1	336									47	
13	13	207/4	207/4	0.125	15/16	15/16	Chord	4/4	1	1	1/32		1/32	1	337									47	
13	13	415/8	415/8	0.125	31/32	31/32	Chord	4/4	1	1	1/32		1/32	1	338										
13	13	48	48	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	339										
13	13	193/4	193/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	340										
13	13	97/2	97/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	341										
13	13	195/4	195/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	342										
13	13	49	49	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	343										
13	13	197/4	197/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	344										
13	13	99/2	99/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	345										
13	13	199/4	199/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	346										
13	13	50	50	0.0	1/2	1/2	Dynamic	4/4	2	1	0					p									
13	13	50	50	0.125	1/2	1/2	Chord	4/4	2	1	1/32		1/32	1	347									48	
13	13	401/8	401/8	0.125	17/32	17/32	Chord	4/4	2	1	1/32		1/32	1	348									48	
13	13	201/4	201/4	0.125	9/16	9/16	Chord	4/4	2	1	1/32		1/32	1	349									48	
13	13	403/8	403/8	0.125	19/32	19/32	Chord	4/4	2	1	1/32		1/32	1	350									48	
13	13	101/2	101/2	0.125	5/8	5/8	Chord	4/4	2	1	1/32		1/32	1	351									48	
13	13	405/8	405/8	0.125	21/32	21/32	Chord	4/4	2	1	1/32		1/32	1	352									48	
13	13	203/4	203/4	0.125	11/16	11/16	Chord	4/4	2	1	1/32		1/32	1	353									48	
13	13	407/8	407/8	0.125	23/32	23/32	Chord	4/4	2	1	1/32		1/32	1	354										
13	13	51	51	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	355										
14	14	52	52	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	356									49	
14	14	105/2	105/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	357										
14	14	53	53	0.125	1/4	1/4	Chord	4/4	1	1	1/32		1/32	1	358									50	
14	14	425/8	425/8	0.125	9/32	9/32	Chord	4/4	1	1	1/32		1/32	1	359									50	
14	14	213/4	213/4	0.0	5/16	5/16	Spanner	4/4	1	1	0													50	3
14	14	213/4	213/4	0.125	5/16	5/16	Chord	4/4	1	1	1/32		1/32	1	360									50	3
14	14	427/8	427/8	0.125	11/32	11/32	Chord	4/4	1	1	1/32		1/32	1	361									50	3
14	14	107/2	107/2	0.125	3/8	3/8	Chord	4/4	1	1	1/32		1/32	1	362									50	3
14	14	429/8	429/8	0.125	13/32	13/32	Chord	4/4	1	1	1/32		1/32	1	363									50	3
14	14	215/4	215/4	0.125	7/16	7/16	Chord	4/4	1	1	1/32		1/32	1	364									50	3
14	14	431/8	431/8	0.125	15/32	15/32	Chord	4/4	1	1	1/32		1/32	1	365										3
14	14	54	54	0.0	1/2	1/2	Dynamic	4/4	1	1	0					p									3
14	14	54	54	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	366									51	3
14	14	109/2	109/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	367										3
14	14	55	55	0.0	3/4	3/4	Dynamic	4/4	1	1	0					f									3
14	14	55	55	0.125	3/4	3/4	Chord	4/4	1	1	1/32		1/32	1	368									52	3
14	14	441/8	441/8	0.125	25/32	25/32	Chord	4/4	1	1	1/32		1/32	1	369									52	3
14	14	221/4	221/4	0.125	13/16	13/16	Chord	4/4	1	1	1/32		1/32	1	370									52	3
14	14	443/8	443/8	0.125	27/32	27/32	Chord	4/4	1	1	1/32		1/32	1	371									52	3
14	14	111/2	111/2	0.125	7/8	7/8	Chord	4/4	1	1	1/32		1/32	1	372									52	3
14	14	445/8	445/8	0.125	29/32	29/32	Chord	4/4	1	1	1/32		1/32	1	373									52	3
14	14	223/4	223/4	0.125	15/16	15/16	Chord	4/4	1	1	1/32		1/32	1	374									52	3
14	14	447/8	447/8	0.125	31/32	31/32	Chord	4/4	1	1	1/32		1/32	1	375										3
14	14	52	52	0.125	0	0	Chord	4/4	2	1	1/32		1/32	1	376									53	
14	14	417/8	417/8	0.125	1/32	1/32	Chord	4/4	2	1	1/32		1/32	1	377									53	
14	14	209/4	209/4	0.125	1/16	1/16	Chord	4/4	2	1	1/32		1/32	1	378									53	
14	14	419/8	419/8	0.125	3/32	3/32	Chord	4/4	2	1	1/32		1/32	1	379									53	
14	14	105/2	105/2	0.125	1/8	1/8	Chord	4/4	2	1	1/32		1/32	1	380									53	
14	14	421/8	421/8	0.125	5/32	5/32	Chord	4/4	2	1	1/32		1/32	1	381									53	
14	14	211/4	211/4	0.125	3/16	3/16	Chord	4/4	2	1	1/32		1/32	1	382									53	
14	14	423/8	423/8	0.125	7/32	7/32	Chord	4/4	2	1	1/32		1/32	1	383										
14	14	53	53	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	384										
14	14	54	54	0.0	1/2	1/2	Spanner	4/4	2	1	0														4
14	14	54	54	0.125	1/2	1/2	Chord	4/4	2	1	1/32		1/32	1	385									54	4
14	14	433/8	433/8	0.125	17/32	17/32	Chord	4/4	2	1	1/32		1/32	1	386									54	4
14	14	217/4	217/4	0.125	9/16	9/16	Chord	4/4	2	1	1/32		1/32	1	387									54	4
14	14	435/8	435/8	0.125	19/32	19/32	Chord	4/4	2	1	1/32		1/32	1	388									54	4
14	14	109/2	109/2	0.125	5/8	5/8	Chord	4/4	2	1	1/32		1/32	1	389									54	4
14	14	437/8	437/8	0.125	21/32	21/32	Chord	4/4	2	1	1/32		1/32	1	390									54	4
14	14	219/4	219/4	0.125	11/16	11/16	Chord	4/4	2	1	1/32		1/32	1	391									54	4
14	14	439/8	439/8	0.125	23/32	23/32	Chord	4/4	2	1	1/32		1/32	1	392										4
14	14	55	55	0.0	3/4	3/4	Dynamic	4/4	2	1	0					f									4
14	14	55	55	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	393										4
15	15	56	56	0.0	0	0	Spanner	4/4	1	1	0														
15	15	56	56	0.125	0	0	Chord	4/4	1	1	1/32		1/32	1	394									55	
15	15	449/8	449/8	0.125	1/32	1/32	Chord	4/4	1	1	1/32		1/32	1	395									55	
15	15	225/4	225/4	0.125	1/16	1/16	Chord	4/4	1	1	1/32		1/32	1	396										
15	15	451/8	451/8	0.125	3/32	3/32	Chord	4/4	1	1	1/32		1/32	1	397		articStaccatoAbove								
15	15	113/2	113/2	0.125	1/8	1/8	Chord	4/4	1	1	1/32		1/32	1	398									56	
15	15	453/8	453/8	0.125	5/32	5/32	Chord	4/4	1	1	1/32		1/32	1	399									56	
15	15	227/4	227/4	0.125	3/16	3/16	Chord	4/4	1	1	1/32		1/32	1	400										
15	15	455/8	455/8	0.125	7/32	7/32	Chord	4/4	1	1	1/32		1/32	1	401		articStaccatoAbove								
15	15	57	57	0.125	1/4	1/4	Chord	4/4	1	1	1/32		1/32	1	402									57	
15	15	457/8	457/8	0.125	9/32	9/32	Chord	4/4	1	1	1/32		1/32	1	403									57	
15	15	229/4	229/4	0.125	5/16	5/16	Chord	4/4	1	1	1/32		1/32	1	404										
15	15	459/8	459/8	0.125	11/32	11/32	Chord	4/4	1	1	1/32		1/32	1	405		articStaccatoAbove								
15	15	115/2	115/2	0.0	3/8	3/8	Dynamic	4/4	1	1	0					p									
15	15	115/2	115/2	0.125	3/8	3/8	Chord	4/4	1	1	1/32		1/32	1	406		articStaccatoAbove							58	
15	15	461/8	461/8	0.125	13/32	13/32	Chord	4/4	1	1	1/32		1/32	1	407		articStaccatoAbove							58	
15	15	231/4	231/4	0.125	7/16	7/16	Chord	4/4	1	1	1/32		1/32	1	408		articStaccatoAbove							58	
15	15	463/8	463/8	0.125	15/32	15/32	Chord	4/4	1	1	1/32		1/32	1	409		articStaccatoAbove								
15	15	58	58	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	410										
15	15	117/2	117/2	0.125	5/8	5/8	Chord	4/4	1	1	1/32		1/32	1	411		articStaccatoAbove							59	
15	15	469/8	469/8	0.125	21/32	21/32	Chord	4/4	1	1	1/32		1/32	1	412		articStaccatoAbove							59	
15	15	235/4	235/4	0.125	11/16	11/16	Chord	4/4	1	1	1/32		1/32	1	413		articStaccatoAbove							59	
15	15	471/8	471/8	0.125	23/32	23/32	Chord	4/4	1	1	1/32		1/32	1	414		articStaccatoAbove								
15	15	59	59	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	415										
15	15	119/2	119/2	0.0	7/8	7/8	Dynamic	4/4	1	1	0					pp									
15	15	119/2	119/2	0.125	7/8	7/8	Chord	4/4	1	1	1/32		1/32	1	416		articStaccatoAbove							60	
15	15	477/8	477/8	0.125	29/32	29/32	Chord	4/4	1	1	1/32		1/32	1	417		articStaccatoAbove							60	
15	15	239/4	239/4	0.125	15/16	15/16	Chord	4/4	1	1	1/32		1/32	1	418		articStaccatoAbove							60	
15	15	479/8	479/8	0.125	31/32	31/32	Chord	4/4	1	1	1/32		1/32	1	419		articStaccatoAbove								
15	15	56	56	0.0	0	0	Spanner	4/4	2	1	0														
15	15	56	56	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	420										
15	15	113/2	113/2	0.0	1/8	1/8	StaffText	4/4	2	1	0							mancando							
15	15	115/2	115/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	421									61	
15	15	58	58	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	422										
15	15	117/2	117/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	423									62	
15	15	59	59	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	424										
15	15	119/2	119/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	425									63	
16	16	60	60	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	426										
16	16	61	61	0.0	1/4	1/4	Dynamic	4/4	1	1	0					sf									
16	16	61	61	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	427										
16	16	62	62	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	428										
16	16	62	62	0.125	1/2	1/2	Chord	4/4	1	2	1/32		1/32	1	429									64	
16	16	497/8	497/8	0.125	17/32	17/32	Chord	4/4	1	2	1/32		1/32	1	430									64	
16	16	249/4	249/4	0.125	9/16	9/16	Chord	4/4	1	2	1/32		1/32	1	431									64	
16	16	499/8	499/8	0.125	19/32	19/32	Chord	4/4	1	2	1/32		1/32	1	432									64	
16	16	125/2	125/2	0.125	5/8	5/8	Chord	4/4	1	2	1/32		1/32	1	433									64	
16	16	501/8	501/8	0.125	21/32	21/32	Chord	4/4	1	2	1/32		1/32	1	434									64	
16	16	251/4	251/4	0.125	11/16	11/16	Chord	4/4	1	2	1/32		1/32	1	435									64	
16	16	503/8	503/8	0.125	23/32	23/32	Chord	4/4	1	2	1/32		1/32	1	436									64	
16	16	63	63	0.125	3/4	3/4	Chord	4/4	1	2	1/32		1/32	1	437									64	
16	16	505/8	505/8	0.125	25/32	25/32	Chord	4/4	1	2	1/32		1/32	1	438										
16	16	60	60	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	439										
16	16	121/2	121/2	0.0	1/8	1/8	Dynamic	4/4	2	1	0					sf									
16	16	121/2	121/2	1.0	1/8	1/8	Chord	4/4	2	1	1/4		1/4	1	440										
16	16	123/2	123/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	441										
16	16	62	62	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	442										
17	17	64	64	0.0	0	0	Dynamic	4/4	1	1	0					p									
17	17	64	64	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	443										
17	17	129/2	129/2	0.125	1/8	1/8	Chord	4/4	1	1	1/32		1/32	1	444									65	
17	17	517/8	517/8	0.0625	5/32	5/32	Chord	4/4	1	1	1/64		1/64	1	445									65	
17	17	1035/16	1035/16	0.0625	11/64	11/64	Chord	4/4	1	1	1/64		1/64	1	446									65	
17	17	259/4	259/4	0.0625	3/16	3/16	Chord	4/4	1	1	1/64		1/64	1	447									65	
17	17	1037/16	1037/16	0.0625	13/64	13/64	Chord	4/4	1	1	1/64		1/64	1	448									65	
17	17	519/8	519/8	0.0625	7/32	7/32	Chord	4/4	1	1	1/64		1/64	1	449									65	
17	17	1039/16	1039/16	0.0625	15/64	15/64	Chord	4/4	1	1	1/64		1/64	1	450										
17	17	65	65	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	451										
17	17	131/2	131/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	452										
17	17	66	66	0.875	1/2	1/2	Chord	4/4	1	1	7/32		1/8	7/4	453		ornamentTurn							66	
17	17	535/8	535/8	0.125	23/32	23/32	Chord	4/4	1	1	1/32		1/32	1	454										
17	17	67	67	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	455										
17	17	541/8	541/8	0.125	29/32	29/32	Chord	4/4	1	1	1/32		1/32	1	456										
17	17	271/4	271/4	0.125	15/16	15/16	Chord	4/4	1	1	1/32		1/32	1	457										
17	17	543/8	543/8	0.125	31/32	31/32	Chord	4/4	1	1	1/32		1/32	1	458										
17	17	66	66	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	459										
17	17	67	67	0.5	3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	460										
17	17	64	64	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	461										
17	17	257/4	257/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	462										
17	17	129/2	129/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	463										
17	17	259/4	259/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	464										
17	17	65	65	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	465										
17	17	261/4	261/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	466										
17	17	131/2	131/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	467										
17	17	263/4	263/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	468										
17	17	66	66	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	469										
17	17	265/4	265/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	470										
17	17	133/2	133/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	471										
17	17	267/4	267/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	472										
17	17	67	67	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	473										
17	17	269/4	269/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	474										
17	17	135/2	135/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	475										
17	17	271/4	271/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	476										
18	18	68	68	0.0	0	0	Dynamic	4/4	1	1	0					f									
18	18	68	68	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	477										
18	18	69	69	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	478										
18	18	70	70	0.375	1/2	1/2	Chord	4/4	1	1	3/32		1/16	3/2	479		ornamentTurn								
18	18	563/8	563/8	0.0	19/32	19/32	Dynamic	4/4	1	1	0					p									
18	18	563/8	563/8	0.125	19/32	19/32	Chord	4/4	1	1	1/32		1/32	1	480										
18	18	141/2	141/2	0.125	5/8	5/8	Chord	4/4	1	1	1/32		1/32	1	481										
18	18	565/8	565/8	0.125	21/32	21/32	Chord	4/4	1	1	1/32		1/32	1	482										
18	18	283/4	283/4	0.125	11/16	11/16	Chord	4/4	1	1	1/32		1/32	1	483										
18	18	567/8	567/8	0.125	23/32	23/32	Chord	4/4	1	1	1/32		1/32	1	484										
18	18	71	71	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	485										
18	18	143/2	143/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	486									67	
18	18	287/4	287/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	487									67	
18	18	68	68	0.25	0	0	Chord	4/4	1	2	1/16		1/16	1	488										
18	18	273/4	273/4	0.25	1/16	1/16	Chord	4/4	1	2	1/16		1/16	1	489										
18	18	137/2	137/2	0.25	1/8	1/8	Chord	4/4	1	2	1/16		1/16	1	490										
18	18	275/4	275/4	0.25	3/16	3/16	Chord	4/4	1	2	1/16		1/16	1	491										
18	18	69	69	0.25	1/4	1/4	Chord	4/4	1	2	1/16		1/16	1	492										
18	18	277/4	277/4	0.25	5/16	5/16	Chord	4/4	1	2	1/16		1/16	1	493										
18	18	139/2	139/2	0.25	3/8	3/8	Chord	4/4	1	2	1/16		1/16	1	494										
18	18	279/4	279/4	0.25	7/16	7/16	Chord	4/4	1	2	1/16		1/16	1	495										
18	18	70	70	0.5	1/2	1/2	Chord	4/4	1	2	1/8		1/8	1	496										
18	18	68	68	0.0	0	0	Dynamic	4/4	2	1	0					f									
18	18	68	68	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	497										
18	18	69	69	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	498										
18	18	70	70	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	499										
19	19	72	72	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	500									67	
19	19	289/4	289/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	501									67	
19	19	145/2	145/2	0.125	1/8	1/8	Chord	4/4	1	1	1/32		1/32	1	502									67	
19	19	581/8	581/8	0.0	5/32	5/32	Spanner	4/4	1	1	0													67	5
19	19	581/8	581/8	0.25	5/32	5/32	Chord	4/4	1	1	1/16		1/16	1	503									67	5
19	19	583/8	583/8	0.25	7/32	7/32	Chord	4/4	1	1	1/16		1/16	1	504									67	5
19	19	585/8	585/8	0.25	9/32	9/32	Chord	4/4	1	1	1/16		1/16	1	505									67	5
19	19	587/8	587/8	0.25	11/32	11/32	Chord	4/4	1	1	1/16		1/16	1	506									67	5
19	19	589/8	589/8	0.25	13/32	13/32	Chord	4/4	1	1	1/16		1/16	1	507									67	5
19	19	591/8	591/8	0.125	15/32	15/32	Chord	4/4	1	1	1/32		1/32	1	508										5
19	19	74	74	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	509									68	5
19	19	75	75	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	510										5
19	19	301/4	301/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	511		articStaccatoBelow							69	5
19	19	151/2	151/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	512		articStaccatoBelow							69	5
