mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Trill:trill
127	126	1003/4	1003/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	1519										
127	126	2007/8	2007/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	1520										
127	126	251	251	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1521										
127	126	1005/4	1005/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1522										
127	126	503/2	503/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1523										
127	126	1007/4	1007/4	0.0	5/16	5/16	Chord	2/4	1	1	0	grace16	1/16	1	1524										
127	126	1007/4	1007/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	1525										
127	126	2015/8	2015/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	1526										
127	126	252	252	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1527										
127	126	1009/4	1009/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1528										
127	126	501/2	501/2	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1529										
127	126	1003/4	1003/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1530										
127	126	251	251	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1531										
127	126	1005/4	1005/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1532										
127	126	503/2	503/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1533										
127	126	1007/4	1007/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1534										
127	126	252	252	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1535										
127	126	1009/4	1009/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1536										
128	127	505/2	505/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1537									78	
128	127	253	253	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1538										
128	127	507/2	507/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1539									79	
128	127	1015/4	1015/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1540									79	
128	127	254	254	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1541									79	
128	127	1017/4	1017/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1542										
128	127	505/2	505/2	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1543										
128	127	1011/4	1011/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1544										
128	127	253	253	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1545										
128	127	1013/4	1013/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1546										
128	127	507/2	507/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1547										
128	127	1015/4	1015/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1548										
128	127	254	254	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1549										
128	127	1017/4	1017/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1550										
129	128	509/2	509/2	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1551										
129	128	1019/4	1019/4	0.0	1/16	1/16	Chord	2/4	1	1	0	grace16	1/16	1	1552										
129	128	1019/4	1019/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	1553										
129	128	2039/8	2039/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	1554										
129	128	255	255	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1555										
129	128	1021/4	1021/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1556										
129	128	511/2	511/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1557										
129	128	1023/4	1023/4	0.0	5/16	5/16	Chord	2/4	1	1	0	grace16	1/16	1	1558										
129	128	1023/4	1023/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	1559										
129	128	2047/8	2047/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	1560										
129	128	256	256	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1561										
129	128	1025/4	1025/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1562										
129	128	509/2	509/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1563										
130	129	513/2	513/2	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1564										
130	129	1027/4	1027/4	0.0	1/16	1/16	Chord	2/4	1	1	0	grace16	1/16	1	1565										
130	129	1027/4	1027/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	1566										
130	129	2055/8	2055/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	1567										
130	129	257	257	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1568										
130	129	1029/4	1029/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1569										
130	129	515/2	515/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1570										
130	129	1031/4	1031/4	0.0	5/16	5/16	Chord	2/4	1	1	0	grace16	1/16	1	1571										
130	129	1031/4	1031/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	1572										
130	129	2063/8	2063/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	1573										
130	129	258	258	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1574										
130	129	1033/4	1033/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1575										
130	129	513/2	513/2	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1576										
130	129	1027/4	1027/4	0.0	1/16	1/16	Chord	2/4	2	1	0	grace16	1/16	1	1577										
130	129	1027/4	1027/4	0.125	1/16	1/16	Chord	2/4	2	1	1/32		1/32	1	1578										
130	129	2055/8	2055/8	0.125	3/32	3/32	Chord	2/4	2	1	1/32		1/32	1	1579										
130	129	257	257	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1580										
130	129	1029/4	1029/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1581										
130	129	515/2	515/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1582										
130	129	1031/4	1031/4	0.0	5/16	5/16	Chord	2/4	2	1	0	grace16	1/16	1	1583										
130	129	1031/4	1031/4	0.125	5/16	5/16	Chord	2/4	2	1	1/32		1/32	1	1584										
130	129	2063/8	2063/8	0.125	11/32	11/32	Chord	2/4	2	1	1/32		1/32	1	1585										
130	129	258	258	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1586										
130	129	1033/4	1033/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1587										
131	130	517/2	517/2	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1588									80	
131	130	1035/4	1035/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1589										
131	130	259	259	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1590									81	
131	130	1037/4	1037/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1591										
131	130	519/2	519/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1592									82	
131	130	1039/4	1039/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1593										
131	130	260	260	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1594									83	
131	130	1041/4	1041/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1595										
131	130	259	259	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1596										
131	130	519/2	519/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1597										
131	130	260	260	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1598										
132	131	521/2	521/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1599		articStaccatoAbove							84	
132	131	261	261	0.0	1/8	1/8	Dynamic	2/4	1	1	0					p								84	
132	131	261	261	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1600		articStaccatoAbove							84	
132	131	523/2	523/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1601		articStaccatoAbove							84	
132	131	262	262	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1602		articStaccatoAbove								
132	131	521/2	521/2	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	1603										
133	132	525/2	525/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1604										
133	132	263	263	0.0	1/8	1/8	Dynamic	2/4	1	1	0					fp									
133	132	263	263	1.0	1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	1605										
133	132	264	264	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	1606									85	
133	132	2113/8	2113/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	1607									85	
133	132	1057/4	1057/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	1608									85	
133	132	2115/8	2115/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1609										
133	132	263	263	0.0	1/8	1/8	Dynamic	2/4	2	1	0					fp									
133	132	263	263	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1610										
133	132	527/2	527/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1611										
133	132	264	264	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1612										
134	133	529/2	529/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1613		articStaccatoAbove							86	
134	133	265	265	0.0	1/8	1/8	Dynamic	2/4	1	1	0					p								86	
134	133	265	265	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1614		articStaccatoAbove							86	
134	133	531/2	531/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1615		articStaccatoAbove							86	
134	133	266	266	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1616		articStaccatoAbove								
134	133	529/2	529/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1617										
135	134	533/2	533/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1618										
135	134	267	267	0.0	1/8	1/8	Dynamic	2/4	1	1	0					fp									
135	134	267	267	1.0	1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	1619										
135	134	268	268	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	1620									87	
135	134	2145/8	2145/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	1621									87	
135	134	1073/4	1073/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	1622									87	
135	134	2147/8	2147/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1623										
135	134	267	267	0.0	1/8	1/8	Dynamic	2/4	2	1	0					fp									
135	134	267	267	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1624										
135	134	535/2	535/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1625										
135	134	268	268	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1626										
136	135	537/2	537/2	0.0	0	0	Dynamic	2/4	1	1	0					f									
136	135	537/2	537/2	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1627									88	
136	135	1075/4	1075/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1628									88	
136	135	269	269	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1629										
136	135	1077/4	1077/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1630		articStaccatoAbove								
136	135	539/2	539/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1631									89	
136	135	1079/4	1079/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1632									89	
136	135	270	270	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1633										
136	135	1081/4	1081/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1634		articStaccatoAbove								
136	135	537/2	537/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1635										
136	135	269	269	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1636										
136	135	539/2	539/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1637										
136	135	270	270	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1638										
136	135	537/2	537/2	1.0	0	0	Chord	2/4	2	2	1/4		1/4	1	1639										
137	136	541/2	541/2	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1640									90	
137	136	1083/4	1083/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1641										
137	136	271	271	1.0	1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	1642										
137	136	272	272	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1643		ornamentTrill								
137	136	541/2	541/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1644										
137	136	271	271	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1645										
137	136	543/2	543/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1646										
137	136	272	272	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1647										
138	137	545/2	545/2	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	1648										
138	137	818/3	818/3	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	1649										
138	137	1637/6	1637/6	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	1650										
138	137	273	273	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	1651										
138	137	1639/6	1639/6	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	1652										
138	137	820/3	820/3	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	1653										
138	137	547/2	547/2	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	1654										
138	137	821/3	821/3	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	1655										
138	137	1643/6	1643/6	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	1656										
138	137	274	274	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	1657										
138	137	1645/6	1645/6	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	1658										
138	137	823/3	823/3	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	1659										
138	137	545/2	545/2	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	1660										
139	138	549/2	549/2	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	1661										
139	138	824/3	824/3	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	1662										
139	138	1649/6	1649/6	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	1663										
139	138	275	275	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	1664										
139	138	1651/6	1651/6	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	1665										
139	138	826/3	826/3	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	1666										
139	138	551/2	551/2	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	1667										
139	138	827/3	827/3	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	1668										
139	138	1655/6	1655/6	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	1669										
139	138	276	276	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	1670										
139	138	1657/6	1657/6	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	1671										
139	138	829/3	829/3	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	1672										
139	138	549/2	549/2	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	1673										
140	139	553/2	553/2	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	1674										
140	139	830/3	830/3	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	1675										
140	139	1661/6	1661/6	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	1676										
140	139	277	277	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	1677										
140	139	1663/6	1663/6	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	1678										
140	139	832/3	832/3	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	1679										
140	139	555/2	555/2	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	1680										
140	139	833/3	833/3	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	1681										
140	139	1667/6	1667/6	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	1682										
140	139	278	278	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	1683										
140	139	1669/6	1669/6	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	1684										
140	139	835/3	835/3	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	1685										
140	139	553/2	553/2	0.16666666666666666	0	0	Chord	2/4	2	1	1/24		1/16	2/3	1686										
140	139	830/3	830/3	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	1687										
140	139	1661/6	1661/6	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	1688										
140	139	277	277	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	1689										
140	139	1663/6	1663/6	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	1690										
140	139	832/3	832/3	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	1691										
140	139	555/2	555/2	0.16666666666666666	1/4	1/4	Chord	2/4	2	1	1/24		1/16	2/3	1692										
140	139	833/3	833/3	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	1693										
140	139	1667/6	1667/6	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	1694										
140	139	278	278	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	1695										
140	139	1669/6	1669/6	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	1696										
140	139	835/3	835/3	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	1697										
141	140	557/2	557/2	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	1698										
141	140	836/3	836/3	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	1699										
141	140	1673/6	1673/6	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	1700										
141	140	279	279	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	1701										
141	140	1675/6	1675/6	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	1702										
141	140	838/3	838/3	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	1703										
141	140	559/2	559/2	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	1704										
141	140	839/3	839/3	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	1705										
141	140	1679/6	1679/6	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	1706										
141	140	280	280	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	1707										
141	140	1681/6	1681/6	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	1708										
141	140	841/3	841/3	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	1709										
141	140	557/2	557/2	0.16666666666666666	0	0	Chord	2/4	2	1	1/24		1/16	2/3	1710										
141	140	836/3	836/3	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	1711										
141	140	1673/6	1673/6	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	1712										
141	140	279	279	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	1713										
141	140	1675/6	1675/6	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	1714										
141	140	838/3	838/3	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	1715										
141	140	559/2	559/2	0.16666666666666666	1/4	1/4	Chord	2/4	2	1	1/24		1/16	2/3	1716										
141	140	839/3	839/3	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	1717										
141	140	1679/6	1679/6	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	1718										
141	140	280	280	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	1719										
141	140	1681/6	1681/6	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	1720										
141	140	841/3	841/3	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	1721										
142	141	561/2	561/2	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	1722										
142	141	842/3	842/3	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	1723										
142	141	1685/6	1685/6	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	1724										
142	141	281	281	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	1725										
142	141	1687/6	1687/6	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	1726										
142	141	844/3	844/3	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	1727										
142	141	563/2	563/2	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	1728										
142	141	845/3	845/3	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	1729										
142	141	1691/6	1691/6	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	1730										
142	141	282	282	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	1731										
142	141	1693/6	1693/6	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	1732										
142	141	847/3	847/3	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	1733										
142	141	561/2	561/2	0.16666666666666666	0	0	Chord	2/4	2	1	1/24		1/16	2/3	1734										
142	141	842/3	842/3	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	1735										
142	141	1685/6	1685/6	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	1736										
142	141	281	281	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	1737										
142	141	1687/6	1687/6	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	1738										
142	141	844/3	844/3	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	1739										
142	141	563/2	563/2	0.16666666666666666	1/4	1/4	Chord	2/4	2	1	1/24		1/16	2/3	1740										
142	141	845/3	845/3	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	1741										
142	141	1691/6	1691/6	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	1742										
142	141	282	282	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	1743										
142	141	1693/6	1693/6	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	1744										
142	141	847/3	847/3	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	1745										
143	142	565/2	565/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1746										
143	142	284	284	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1747										
143	142	565/2	565/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1748										
143	142	283	283	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1749									91	
143	142	567/2	567/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1750									91	
143	142	284	284	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1751										
144	143	569/2	569/2	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	1752										
144	143	854/3	854/3	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	1753										
144	143	1709/6	1709/6	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	1754										
144	143	285	285	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	1755										
144	143	1711/6	1711/6	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	1756										
144	143	856/3	856/3	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	1757										
144	143	571/2	571/2	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	1758										
144	143	857/3	857/3	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	1759										
144	143	1715/6	1715/6	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	1760										
144	143	286	286	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	1761										
144	143	1717/6	1717/6	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	1762										
144	143	859/3	859/3	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	1763										
144	143	569/2	569/2	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	1764										
145	144	573/2	573/2	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	1765										
145	144	860/3	860/3	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	1766										
145	144	1721/6	1721/6	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	1767										
145	144	287	287	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	1768										
145	144	1723/6	1723/6	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	1769										
145	144	862/3	862/3	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	1770										
145	144	575/2	575/2	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	1771										
145	144	863/3	863/3	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	1772										
145	144	1727/6	1727/6	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	1773										
