mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Trill:trill
20	20	305/4	305/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	542										75	
20	20	153/2	153/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	543										75	
20	20	307/4	307/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	544										75	
20	20	77	77	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	545										75	
20	20	309/4	309/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	546										75	
20	20	155/2	155/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	547										75	
20	20	311/4	311/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	548										75	
20	20	78	78	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	549											
20	20	76	76	2.0	0	0	Chord	4/4	2	2	1/2		1/2	1	550											
20	20	78	78	1.0	1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	551											
21	21	80	80	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	552											
21	21	81	81	0.75	1/4	1/4	Chord	4/4	1	1	3/16		1/8	3/2	553											
21	21	327/4	327/4	0.0	7/16	7/16	Chord	4/4	1	1	0	grace32	1/32	1	554											
21	21	327/4	327/4	0.0	7/16	7/16	Chord	4/4	1	1	0	grace32	1/32	1	555											
21	21	327/4	327/4	0.0	7/16	7/16	Chord	4/4	1	1	0	grace32	1/32	1	556											
21	21	327/4	327/4	0.0	7/16	7/16	Chord	4/4	1	1	0	grace32	1/32	1	557											
21	21	327/4	327/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	558											
21	21	82	82	0.0	1/2	1/2	StaffText	4/4	1	1	0								<i>simile</i>							
21	21	82	82	0.75	1/2	1/2	Chord	4/4	1	1	3/16		1/8	3/2	559										76	
21	21	331/4	331/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	560											
21	21	83	83	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	561											
21	21	80	80	0.0	0	0	Dynamic	4/4	2	1	0						p									
21	21	80	80	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	562										77	
21	21	321/4	321/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	563										77	
21	21	161/2	161/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	564										77	
21	21	323/4	323/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	565										77	
21	21	81	81	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	566										77	
21	21	325/4	325/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	567										77	
21	21	163/2	163/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	568										77	
21	21	327/4	327/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	569											
21	21	82	82	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	570											
21	21	329/4	329/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	571											
21	21	165/2	165/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	572											
21	21	331/4	331/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	573											
21	21	83	83	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	574											
21	21	333/4	333/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	575											
21	21	167/2	167/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	576											
21	21	335/4	335/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	577											
22	22	84	84	0.75	0	0	Chord	4/4	1	1	3/16		1/8	3/2	578											
22	22	339/4	339/4	0.0	3/16	3/16	Chord	4/4	1	1	0	grace32	1/32	1	579											
22	22	339/4	339/4	0.0	3/16	3/16	Chord	4/4	1	1	0	grace32	1/32	1	580											
22	22	339/4	339/4	0.0	3/16	3/16	Chord	4/4	1	1	0	grace32	1/32	1	581											
22	22	339/4	339/4	0.0	3/16	3/16	Chord	4/4	1	1	0	grace32	1/32	1	582											
22	22	339/4	339/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	583											
22	22	85	85	0.75	1/4	1/4	Chord	4/4	1	1	3/16		1/8	3/2	584											
22	22	343/4	343/4	0.0	7/16	7/16	Chord	4/4	1	1	0	grace32	1/32	1	585											
22	22	343/4	343/4	0.0	7/16	7/16	Chord	4/4	1	1	0	grace32	1/32	1	586											
22	22	343/4	343/4	0.0	7/16	7/16	Chord	4/4	1	1	0	grace32	1/32	1	587											
22	22	343/4	343/4	0.0	7/16	7/16	Chord	4/4	1	1	0	grace32	1/32	1	588											
22	22	343/4	343/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	589											
22	22	86	86	0.75	1/2	1/2	Chord	4/4	1	1	3/16		1/8	3/2	590										78	
22	22	347/4	347/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	591											
22	22	87	87	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	592			articStaccatoAbove								
22	22	84	84	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	593											
22	22	337/4	337/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	594											
22	22	169/2	169/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	595											
22	22	339/4	339/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	596											
22	22	85	85	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	597											
22	22	341/4	341/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	598											
22	22	171/2	171/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	599											
22	22	343/4	343/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	600											
22	22	86	86	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	601											
22	22	345/4	345/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	602											
22	22	173/2	173/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	603											
22	22	347/4	347/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	604											
22	22	87	87	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	605											
22	22	349/4	349/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	606											
22	22	175/2	175/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	607											
22	22	351/4	351/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	608											
23	23	88	88	0.75	0	0	Chord	4/4	1	1	3/16		1/8	3/2	609										79	
23	23	355/4	355/4	0.125	3/16	3/16	Chord	4/4	1	1	1/32		1/32	1	610										79	
23	23	711/8	711/8	0.125	7/32	7/32	Chord	4/4	1	1	1/32		1/32	1	611										79	
23	23	89	89	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	612										79	
23	23	357/4	357/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	613										79	
23	23	179/2	179/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	614										79	
23	23	359/4	359/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	615											
23	23	90	90	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	616										80	
23	23	361/4	361/4	0.5	9/16	9/16	Chord	4/4	1	1	1/8		1/8	1	617										80	
23	23	363/4	363/4	0.125	11/16	11/16	Chord	4/4	1	1	1/32		1/32	1	618										80	
23	23	727/8	727/8	0.125	23/32	23/32	Chord	4/4	1	1	1/32		1/32	1	619										80	
23	23	91	91	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	620										80	
23	23	365/4	365/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	621										80	
23	23	183/2	183/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	622										80	
23	23	367/4	367/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	623											
23	23	88	88	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	624										81	
23	23	353/4	353/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	625										81	
23	23	177/2	177/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	626										81	
23	23	355/4	355/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	627										81	
23	23	89	89	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	628										81	
23	23	357/4	357/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	629										81	
23	23	179/2	179/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	630										81	
23	23	359/4	359/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	631											
23	23	90	90	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	632										82	
23	23	361/4	361/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	633										82	
23	23	181/2	181/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	634										82	
23	23	363/4	363/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	635										82	
23	23	91	91	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	636										82	
23	23	365/4	365/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	637										82	
23	23	183/2	183/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	638										82	
23	23	367/4	367/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	639											
24	24	92	92	0.0	0	0	Dynamic	4/4	1	1	0						sf									
24	24	92	92	0.125	0	0	Chord	4/4	1	1	1/32		1/32	1	640			articStaccatoAbove								
24	24	737/8	737/8	0.0	1/32	1/32	Dynamic	4/4	1	1	0						p									
24	24	737/8	737/8	0.125	1/32	1/32	Chord	4/4	1	1	1/32		1/32	1	641			articStaccatoAbove								
24	24	369/4	369/4	0.5	1/16	1/16	Chord	4/4	1	1	1/8		1/8	1	642	sfp									83	
24	24	371/4	371/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	643											
24	24	93	93	0.0	1/4	1/4	Dynamic	4/4	1	1	0						sf									
24	24	93	93	0.125	1/4	1/4	Chord	4/4	1	1	1/32		1/32	1	644			articStaccatoAbove								
24	24	745/8	745/8	0.0	9/32	9/32	Dynamic	4/4	1	1	0						p									
24	24	745/8	745/8	0.125	9/32	9/32	Chord	4/4	1	1	1/32		1/32	1	645			articStaccatoAbove								
24	24	373/4	373/4	0.5	5/16	5/16	Chord	4/4	1	1	1/8		1/8	1	646	sfp									84	
24	24	375/4	375/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	647											
24	24	94	94	0.75	1/2	1/2	Chord	4/4	1	1	3/16		1/8	3/2	648										85	
24	24	379/4	379/4	0.125	11/16	11/16	Chord	4/4	1	1	1/32		1/32	1	649										85	
24	24	759/8	759/8	0.125	23/32	23/32	Chord	4/4	1	1	1/32		1/32	1	650											
24	24	95	95	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	651											
24	24	381/4	381/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	652										86	
24	24	191/2	191/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	653										86	
24	24	383/4	383/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	654											
24	24	92	92	0.0	0	0	StaffText	4/4	2	1	0								<i>simile</i>							
24	24	92	92	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	655											
24	24	369/4	369/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	656											
24	24	185/2	185/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	657											
24	24	371/4	371/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	658											
24	24	93	93	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	659											
24	24	373/4	373/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	660											
24	24	187/2	187/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	661											
24	24	375/4	375/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	662											
24	24	94	94	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	663											
24	24	377/4	377/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	664											
24	24	189/2	189/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	665											
24	24	379/4	379/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	666											
24	24	95	95	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	667											
25	25	96	96	0.75	0	0	Chord	4/4	1	1	3/16		1/8	3/2	668											
25	25	387/4	387/4	0.0	3/16	3/16	Chord	4/4	1	1	0	grace32	1/32	1	669											
25	25	387/4	387/4	0.0	3/16	3/16	Chord	4/4	1	1	0	grace32	1/32	1	670											
25	25	387/4	387/4	0.0	3/16	3/16	Chord	4/4	1	1	0	grace32	1/32	1	671											
25	25	387/4	387/4	0.0	3/16	3/16	Chord	4/4	1	1	0	grace32	1/32	1	672											
25	25	387/4	387/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	673											
25	25	97	97	0.75	1/4	1/4	Chord	4/4	1	1	3/16		1/8	3/2	674											
25	25	391/4	391/4	0.0	7/16	7/16	Chord	4/4	1	1	0	grace32	1/32	1	675											
25	25	391/4	391/4	0.0	7/16	7/16	Chord	4/4	1	1	0	grace32	1/32	1	676											
25	25	391/4	391/4	0.0	7/16	7/16	Chord	4/4	1	1	0	grace32	1/32	1	677											
25	25	391/4	391/4	0.0	7/16	7/16	Chord	4/4	1	1	0	grace32	1/32	1	678											
25	25	391/4	391/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	679											
25	25	98	98	0.75	1/2	1/2	Chord	4/4	1	1	3/16		1/8	3/2	680										87	
25	25	395/4	395/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	681											
25	25	99	99	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	682											
25	25	96	96	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	683											
25	25	385/4	385/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	684											
25	25	193/2	193/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	685											
25	25	387/4	387/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	686											
25	25	97	97	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	687											
25	25	389/4	389/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	688											
25	25	195/2	195/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	689											
25	25	391/4	391/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	690											
25	25	98	98	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	691											
25	25	393/4	393/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	692											
25	25	197/2	197/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	693											
25	25	395/4	395/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	694											
25	25	99	99	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	695											
25	25	397/4	397/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	696											
25	25	199/2	199/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	697											
25	25	399/4	399/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	698											
26	26	100	100	0.75	0	0	Chord	4/4	1	1	3/16		1/8	3/2	699											
26	26	403/4	403/4	0.0	3/16	3/16	Chord	4/4	1	1	0	grace32	1/32	1	700											
26	26	403/4	403/4	0.0	3/16	3/16	Chord	4/4	1	1	0	grace32	1/32	1	701											
26	26	403/4	403/4	0.0	3/16	3/16	Chord	4/4	1	1	0	grace32	1/32	1	702											
26	26	403/4	403/4	0.0	3/16	3/16	Chord	4/4	1	1	0	grace32	1/32	1	703											
26	26	403/4	403/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	704											
26	26	101	101	0.75	1/4	1/4	Chord	4/4	1	1	3/16		1/8	3/2	705											
26	26	407/4	407/4	0.0	7/16	7/16	Chord	4/4	1	1	0	grace32	1/32	1	706											
26	26	407/4	407/4	0.0	7/16	7/16	Chord	4/4	1	1	0	grace32	1/32	1	707											
26	26	407/4	407/4	0.0	7/16	7/16	Chord	4/4	1	1	0	grace32	1/32	1	708											
26	26	407/4	407/4	0.0	7/16	7/16	Chord	4/4	1	1	0	grace32	1/32	1	709											
26	26	407/4	407/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	710											
26	26	102	102	0.75	1/2	1/2	Chord	4/4	1	1	3/16		1/8	3/2	711										88	
26	26	411/4	411/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	712											
26	26	103	103	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	713			articStaccatoAbove								
26	26	100	100	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	714											
26	26	401/4	401/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	715											
26	26	201/2	201/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	716											
26	26	403/4	403/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	717											
26	26	101	101	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	718											
26	26	405/4	405/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	719											
26	26	203/2	203/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	720											
26	26	407/4	407/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	721											
26	26	102	102	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	722											
26	26	409/4	409/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	723											
26	26	205/2	205/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	724											
26	26	411/4	411/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	725											
26	26	103	103	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	726											
26	26	413/4	413/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	727											
26	26	207/2	207/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	728											
26	26	415/4	415/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	729											
27	27	104	104	0.0	0	0	Dynamic	4/4	1	1	0						sf									
27	27	104	104	0.0	0	0	Chord	4/4	1	1	0	grace32	1/32	1	730											
27	27	104	104	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	731											
27	27	105	105	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	732											
27	27	421/4	421/4	0.0	5/16	5/16	Dynamic	4/4	1	1	0						p									
27	27	421/4	421/4	0.0	5/16	5/16	Chord	4/4	1	1	0	grace32	1/32	1	733											
27	27	421/4	421/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	734											
27	27	211/2	211/2	0.0	3/8	3/8	Chord	4/4	1	1	0	grace32	1/32	1	735											
27	27	211/2	211/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	736											
27	27	423/4	423/4	0.0	7/16	7/16	Chord	4/4	1	1	0	grace32	1/32	1	737											
27	27	423/4	423/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	738											
27	27	106	106	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	739										89	
27	27	213/2	213/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	740											
27	27	107	107	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	741										90	
27	27	429/4	429/4	0.5	13/16	13/16	Chord	4/4	1	1	1/8		1/8	1	742										90	
27	27	431/4	431/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	743											
27	27	104	104	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	744											
27	27	417/4	417/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	745											
27	27	209/2	209/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	746											
27	27	419/4	419/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	747											
27	27	105	105	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	748											
27	27	421/4	421/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	749											
27	27	211/2	211/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	750											
27	27	423/4	423/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	751											
27	27	106	106	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	752											
27	27	425/4	425/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	753											
27	27	213/2	213/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	754											
27	27	427/4	427/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	755											
27	27	107	107	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	756											
27	27	429/4	429/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	757											
27	27	215/2	215/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	758											
27	27	431/4	431/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	759											
28	28	108	108	0.75	0	0	Chord	4/4	1	1	3/16		1/8	3/2	760										91	
28	28	435/4	435/4	0.0	3/16	3/16	Chord	4/4	1	1	0	grace32	1/32	1	761											
28	28	435/4	435/4	0.0	3/16	3/16	Chord	4/4	1	1	0	grace32	1/32	1	762											
28	28	435/4	435/4	0.0	3/16	3/16	Chord	4/4	1	1	0	grace32	1/32	1	763											
28	28	435/4	435/4	0.0	3/16	3/16	Chord	4/4	1	1	0	grace32	1/32	1	764											
28	28	435/4	435/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	765											
28	28	109	109	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	766										92	
28	28	219/2	219/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	767										92	
28	28	439/4	439/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	768											
28	28	110	110	0.0	1/2	1/2	Dynamic	4/4	1	1	0						p									
28	28	110	110	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	769											
28	28	219/2	219/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	770											
28	28	108	108	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	771											
28	28	433/4	433/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	772											
28	28	217/2	217/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	773											
28	28	435/4	435/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	774											
28	28	109	109	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	775											
28	28	437/4	437/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	776											
28	28	219/2	219/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	777											
28	28	439/4	439/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	778											
28	28	110	110	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	779											
28	28	441/4	441/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	780											
28	28	221/2	221/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	781											
28	28	443/4	443/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	782											
28	28	111	111	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	783										93	
28	28	445/4	445/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	784										93	
28	28	223/2	223/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	785										93	
28	28	447/4	447/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	786											
28	28	110	110	0.5	1/2	1/2	Chord	4/4	2	2	1/8		1/8	1	787											
28	28	111	111	0.5	3/4	3/4	Chord	4/4	2	2	1/8		1/8	1	788										94	
28	28	223/2	223/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8		1/8	1	789											
29	29	112	112	0.0	0	0	Dynamic	4/4	1	1	0						p									
29	29	112	112	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	790											
29	29	113	113	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	791			articStaccatoAbove								
29	29	227/2	227/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	792			articStaccatoAbove								
29	29	114	114	0.375	1/2	1/2	Chord	4/4	1	1	3/32		1/16	3/2	793										95	
29	29	915/8	915/8	0.125	19/32	19/32	Chord	4/4	1	1	1/32		1/32	1	794										95	
29	29	229/2	229/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	795			articStaccatoAbove								
29	29	112	112	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	796											
29	29	449/4	449/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	797											
29	29	225/2	225/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	798											
29	29	451/4	451/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	799											
29	29	113	113	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	800										96	
29	29	453/4	453/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	801										96	
29	29	227/2	227/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	802										96	
29	29	455/4	455/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	803											
29	29	114	114	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	804											
29	29	457/4	457/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	805											
29	29	229/2	229/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	806											
29	29	459/4	459/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	807											
29	29	115	115	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	808										97	
29	29	461/4	461/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	809										97	
29	29	231/2	231/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	810										97	
29	29	463/4	463/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	811											
29	29	112	112	0.5	0	0	Chord	4/4	2	2	1/8		1/8	1	812											
29	29	113	113	0.5	1/4	1/4	Chord	4/4	2	2	1/8		1/8	1	813										98	
29	29	227/2	227/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8		1/8	1	814											
29	29	114	114	0.5	1/2	1/2	Chord	4/4	2	2	1/8		1/8	1	815											
29	29	115	115	0.5	3/4	3/4	Chord	4/4	2	2	1/8		1/8	1	816										99	
