mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	articulation	tempo	qpm	slur
19	19	75	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	312				
20	20	76	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	313				
20	20	309/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	314				
20	20	155/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	315				
20	20	311/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	316				
20	20	78	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	317				
20	20	317/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	318				
20	20	159/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	319				
20	20	319/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	320				
20	20	305/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	321				
20	20	153/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	322				
20	20	307/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	323				
20	20	77	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	324				
20	20	313/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	325				
20	20	157/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	326				
20	20	315/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	327				
20	20	79	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	328				
21	21	80	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	329				
21	21	325/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	330				
21	21	163/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	331				
21	21	327/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	332				
21	21	82	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	333				
21	21	333/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	334				
21	21	167/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	335				
21	21	335/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	336				
21	21	321/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	337				
21	21	161/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	338				
21	21	323/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	339				
21	21	81	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	340				
21	21	329/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	341				
21	21	165/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	342				
21	21	331/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	343				
21	21	83	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	344				
22	22	84	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	345				
22	22	86	0.0	1/2	1/2	Chord	4/4	1	1	0	grace16		1/16	1	346				
22	22	86	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	347				
22	22	87	0.0	3/4	3/4	Chord	4/4	1	1	0	grace16		1/16	1	348				
22	22	87	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	349				
22	22	84	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	350				
22	22	169/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	351				
22	22	85	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	352				
22	22	171/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	353				
22	22	86	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	354				
22	22	173/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	355				
22	22	87	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	356				
22	22	175/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	357				
23	23	88	0.0	0	0	Chord	4/4	1	1	0	grace16		1/16	1	358				
23	23	88	1.5	0	0	Chord	4/4	1	1	3/8			1/4	3/2	359				
23	23	179/2	0.125	3/8	3/8	Chord	4/4	1	1	1/32			1/32	1	360				8
23	23	717/8	0.125	13/32	13/32	Chord	4/4	1	1	1/32			1/32	1	361				8
23	23	359/4	0.125	7/16	7/16	Chord	4/4	1	1	1/32			1/32	1	362				8
23	23	719/8	0.125	15/32	15/32	Chord	4/4	1	1	1/32			1/32	1	363				
23	23	90	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	364				9
23	23	181/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	365				
23	23	91	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	366				10
23	23	183/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	367				
23	23	88	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	368				
23	23	177/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	369				
23	23	89	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	370				
23	23	179/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	371				
23	23	90	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	372				
23	23	181/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	373				
23	23	91	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	374				
23	23	183/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	375				
24	24	92	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	376				11
24	24	185/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	377				
24	24	93	2.0	1/4	1/4	Chord	4/4	1	1	1/2			1/2	1	378				
24	24	95	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	379				
24	24	381/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	380				
24	24	191/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	381				
24	24	383/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	382				
24	24	92	0.25	0	0	Chord	4/4	2	1	1/16			1/16	1	383				
24	24	369/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	384				
24	24	185/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	385				
24	24	371/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	386				
24	24	93	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	387				
24	24	373/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	388				
24	24	187/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	389				
24	24	375/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	390				
24	24	94	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	391				
24	24	377/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	392				
24	24	189/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	393				
24	24	379/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	394				
24	24	95	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	395				
24	24	381/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	396				
24	24	191/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	397				
24	24	383/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	398				
25	25	96	0.0	0	0	Chord	4/4	1	1	0	grace16after		1/32	1	399				
25	25	96	0.0	0	0	Chord	4/4	1	1	0	grace16after		1/32	1	400				
25	25	96	4.0	0	0	Chord	4/4	1	1	1			1	1	401	ornamentTrill			
25	25	96	0.25	0	0	Chord	4/4	2	1	1/16			1/16	1	402				
25	25	385/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	403				
25	25	193/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	404				
25	25	387/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	405				
25	25	97	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	406				
25	25	389/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	407				
25	25	195/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	408				
25	25	391/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	409				
25	25	98	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	410				
25	25	393/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	411				
25	25	197/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	412				
25	25	395/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	413				
25	25	99	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	414				
25	25	397/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	415				
25	25	199/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	416				
25	25	399/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	417				
26	26	100	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	418				
26	26	101	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	419				
26	26	405/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	420				
26	26	203/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	421				
26	26	407/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	422				
26	26	102	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	423				
26	26	409/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	424				
26	26	205/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	425				
26	26	411/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	426				
26	26	103	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	427				
26	26	413/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	428				
26	26	207/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	429				
26	26	415/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	430				
26	26	100	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	431				
26	26	103	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	432				
27	27	104	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	433				
27	27	105	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	434				
27	27	421/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	435				
27	27	211/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	436				
27	27	423/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	437				
27	27	106	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	438				
27	27	425/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	439				
27	27	213/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	440				
27	27	427/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	441				
27	27	107	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	442				
27	27	429/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	443				
27	27	215/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	444				
27	27	431/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	445				
27	27	104	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	446				
27	27	107	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	447				
28	28	108	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	448				
28	28	109	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	449				
28	28	110	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	450				
28	28	108	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	451				
28	28	109	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	452				
28	28	110	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	453				
29	29	112	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	454				
29	29	113	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	455				
29	29	453/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	456				
29	29	227/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	457				
29	29	455/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	458				
29	29	114	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	459				
29	29	457/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	460				
29	29	229/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	461				
29	29	459/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	462				
29	29	115	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	463				
29	29	461/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	464				
29	29	231/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	465				
29	29	463/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	466				
29	29	112	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	467				
29	29	115	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	468				
30	30	116	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	469				
30	30	117	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	470				
30	30	469/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	471				
30	30	235/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	472				
30	30	471/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	473				
30	30	118	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	474				
30	30	473/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	475				
30	30	237/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	476				
30	30	475/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	477				
30	30	119	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	478				
30	30	477/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	479				
30	30	239/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	480				
30	30	479/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	481				
30	30	116	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	482				
30	30	119	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	483				
31	31	120	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	484				
31	31	489/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	485				
31	31	245/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	486				
31	31	491/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	487				
31	31	123	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	488				
31	31	493/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	489				
31	31	247/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	490				
31	31	495/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	491				
31	31	481/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	492				
31	31	241/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	493				
31	31	483/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	494				
31	31	121	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	495				
31	31	485/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	496				
31	31	243/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	497				
31	31	487/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	498				
31	31	122	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	499				
32	32	124	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	500				
32	32	505/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	501				
32	32	253/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	502				
32	32	507/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	503				
32	32	127	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	504				
32	32	509/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	505				
32	32	255/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	506				
32	32	511/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	507				
32	32	497/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	508				
32	32	249/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	509				
32	32	499/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	510				
32	32	125	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	511				
32	32	501/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	512				
32	32	251/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	513				
32	32	503/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	514				
32	32	126	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	515				
33	33	128	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	516				
33	33	129	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	517				
33	33	517/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	518				
33	33	259/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	519				
33	33	519/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	520				
33	33	130	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	521				
33	33	521/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	522				
33	33	261/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	523				
33	33	523/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	524				
33	33	131	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	525				
33	33	525/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	526				
33	33	263/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	527				
33	33	527/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	528				
33	33	128	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	529				
33	33	131	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	530				
34	34	132	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	531				
34	34	133	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	532				
34	34	533/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	533				
34	34	267/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	534				
34	34	535/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	535				
34	34	134	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	536				
34	34	537/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	537				
34	34	269/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	538				
34	34	539/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	539				
34	34	135	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	540				
34	34	541/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	541				
34	34	271/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	542				
34	34	543/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	543				
34	34	132	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	544				
34	34	135	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	545				
35	35	545/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	546				
35	35	273/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	547				
35	35	547/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	548				
35	35	137	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	549				
35	35	549/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	550				
35	35	275/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	551				
35	35	551/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	552				
35	35	138	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	553				
35	35	136	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	554				
35	35	553/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	555				
35	35	277/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	556				
35	35	555/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	557				
35	35	139	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	558				
35	35	557/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	559				
35	35	279/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	560				
35	35	559/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	561				
36	36	561/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	562				
36	36	281/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	563				
36	36	563/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	564				
36	36	141	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	565				
36	36	565/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	566				
36	36	283/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	567				
36	36	567/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	568				
36	36	142	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	569				
36	36	140	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	570				
36	36	569/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	571				
36	36	285/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	572				
36	36	571/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	573				
36	36	143	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	574				
36	36	573/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	575				
36	36	287/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	576				
36	36	575/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	577				
37	37	577/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	578				
37	37	289/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	579				
37	37	579/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	580				
37	37	145	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	581				
37	37	581/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	582				
37	37	291/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	583				
37	37	583/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	584				
37	37	146	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	585				
37	37	144	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	586				
37	37	585/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	587				
37	37	293/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	588				
37	37	587/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	589				
37	37	147	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	590				
37	37	589/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	591				
37	37	295/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	592				
37	37	591/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	593				
38	38	593/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	594				
38	38	297/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	595				
38	38	595/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	596				
38	38	149	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	597				
38	38	597/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	598				
38	38	299/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	599				
38	38	599/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	600				
38	38	150	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	601				
38	38	148	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	602				
38	38	601/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	603				
38	38	301/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	604				
38	38	603/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	605				
38	38	151	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	606				
38	38	605/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	607				
38	38	303/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	608				
38	38	607/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	609				
39	39	609/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	610				
39	39	305/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	611				
39	39	611/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	612				
39	39	153	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	613				
39	39	613/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	614				
39	39	307/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	615				
39	39	615/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	616				
39	39	154	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	617				
39	39	152	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	618				
39	39	617/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	619				
39	39	309/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	620				
39	39	619/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	621				
39	39	155	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	622				
39	39	621/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	623				
39	39	311/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	624				
39	39	623/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	625				
40	40	625/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	626				
40	40	313/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	627				
